"filename", "language", "C++", "comment", "blank", "total"
"/home/plato/mipt_projs/veclan/src/lex_generator/lex_graph.cpp", "C++", 45, 27, 27, 99
"/home/plato/mipt_projs/veclan/src/lex_generator/lex_graph.h", "C++", -4, 29, 3, 28
"/home/plato/mipt_projs/veclan/src/lex_generator/structs/vec_set.cpp", "C++", 6, 1, 4, 11
"/home/plato/mipt_projs/veclan/src/lex_generator/structs/vec_set.h", "C++", 2, 0, 1, 3
"Total", "-", 49, 57, 35, 141
